Itemname,Brand,Category1,Category2,Category3,Category4,Price,SoldQuantity,TotalAmount
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,1.81,120,153.61
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,17.68,197,408.19
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,18.25,199,597.57
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,24.34,157,331.01
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,24.70,113,319.73
TICON FASHION RENKLI TUKENMEZ KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,73.51,143,966.59
"TICON FINEWRITER KALEM 0,4",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,9.10,212,3980.66
"TICON FINEWRITER KALEM 0,4",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,20.83,174,1510.95
"TICON FINEWRITER KALEM 0,4",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,44.68,180,3650.56
"TICON FINEWRITER KALEM 0,4",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,104.95,196,2660.95
"TICON FINEWRITER KALEM 0,4",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,181.27,186,5857.01
TICON FIRINLANABILIR OYUN HAMURU,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,24.59,139,2733.72
TICON FON KARTONU 10 RENK 25*35,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,50.24,157,5186.61
TICON FON KARTONU 50*70  10LU KRS,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,91.34,162,1381.63
TICON GRAFON KAGIDI 10RENK KRS. ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,53.52,183,2216.49
TICON GRAPON KAGIDI 10'LU,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,1.78,188,245.13
TICON HAZIR DEFTER KABI TEK.KEN.YAP.KIR.,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,103.31,162,4409.98
TICON HAZIR DEFTER KABI TEK.KEN.YAP.SEF.,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,13.15,179,3756.14
TICON HAZIR KITAP KABI 25LI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,63.39,240,2130.40
TICON KALEMTRAS TK2012,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,24.56,141,2934.74
TICON KALEMTRAS TK2019,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,51.04,179,3639.76
TICON KALEMTRAS TK2024,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,19.52,146,2252.40
TICON KECELI KALEM 12 'LI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,84.45,168,4408.71
TICON KECELI KALEM 6  LI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,5.90,115,7745.45
TICON KESICILI BANT ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,184.34,161,2169.76
TICON KITAP KABI 25 ' LI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,16.39,202,1163.34
TICON KK-856 8 RENK OYUN HAMURU ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,26.76,169,1711.89
TICON MAKAS 10878,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,17.56,165,3064.67
TICON MAKAS 11296,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,25.10,210,4955.58
TICON MAKET BICAGI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,17.04,228,4996.54
TICON MATARA FANATIC 500 ML,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,28.22,171,305.73
TICON MATARA SMART 500 ML,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,219.17,179,564.65
TICON MATARA SMART 650 ML,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,147.46,147,554.57
TICON MELODIKA 13 K ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,57.86,175,14189.51
TICON MELODIKA 32 K ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,52.94,200,13159.16
TICON MELODIKA 32K MELODIKA MAVI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,43.60,238,854.79
TICON METALIK FON KARTONU 25X35,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,4.60,161,9861.50
TICON METALIK VERSATIL 07 BORDO,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,191.46,192,1989.17
TICON METALIK VERSATIL 07 MAVI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,100.16,128,1038.92
TICON METALIK VERSATIL 07 SIYAH,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.01,169,1097.31
TICON NAZAR BONCUGU STIKER,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,16.26,173,1222.92
TICON OKUL MAKASI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,2.06,142,3038.29
TICON OKUL MAKASI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,2.16,204,328.00
TICON OYUN HAMURU 10RENK KOVALI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,43.66,151,1502.89
TICON OYUN HAMURU 4 RNK 224 GR. ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,3.12,212,1346.60
TICON OYUN HAMURU 4 RNK 560 GR. ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,25.98,189,1525.40
TICON OYUN HAMURU TEK RENK KVNZ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,18.79,208,4332.18
TICON OYUN HAMURU TEK RENK PLK,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,71.86,201,5204.96
TICON PERGEL P1804,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,91.03,226,9712.34
TICON POLIKARBON MATARA,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,5.37,235,1514.24
TICON POSET DOSYA 100 LU,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,4.68,140,5138.14
TICON RENKLI RULO KAP.40*150,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,33.17,171,1933.04
TICON RESIM KAGIDI 25*35 100 LU,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,41.83,156,1220.06
TICON SEFFAF RULO KAP.40*150,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,22.33,190,1326.13
TICON SILGILI K.TRAS TKS1018,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,342.76,179,1686.15
TICON SIMLI EVA ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,62.72,149,16287.01
TICON SIMLI FON KARTONU 25X35,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,33.50,210,3802.41
"TICON SLIM VERSATIL 0,7",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,7.40,149,857.65
"TICON SLIM VERSATIL 0,7 MAVI",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.70,176,873.57
"TICON SLIM VERSATIL 0,7 SIYAH",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,150.86,214,3585.95
"TICON SLIM VERSATIL 0,7 TURUNCU",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,29.69,212,1894.15
"TICON SLIM VERSATIL 0,7 YESIL",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,4.87,175,1419.42
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.29,212,1423.62
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.52,146,993.76
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,16.29,178,1836.26
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,46.18,168,1176.35
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,46.82,155,1198.40
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,50.44,163,1289.22
TICON STICKIR,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,52.48,262,2024.67
TICON STICKIR ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.29,164,1217.72
TICON STIKER,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,65.05,156,1652.81
TICON SUFLE MAKASI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.01,132,789.11
TICON TAHTA SILGI ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,3.99,178,5595.04
TICON TEKLI KALEMTRAS TK1024,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,12.87,234,3580.87
TICON TG-05 HATIRA DEFTERI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,97.24,201,2319.84
TICON TK 1024 TEKLI KALEMTRAS,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,10.46,168,2762.61
TICON TRIO VERSATIL 07 BORDO,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,22.49,148,2417.49
TICON TRIO VERSATIL 07 H.SARISI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,4.49,154,2370.53
TICON VERSATIL 05 BORDO,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.86,196,2209.51
TICON YAPISKANLI EVA,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,26.71,178,13188.21
TICON YAYLI MAKAS,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,59.18,212,861.54
TICON YAYLI OKUL MAKASI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,11.49,214,4880.38
TICON. A6 BLOKNOT 120 YP GRI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,9.76,165,1134.86
TICON. A6 BLOKNOT 120 YP MAVI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,12.31,194,1358.40
TICON. A6 BLOKNOT 120 YP SIYAH ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.58,156,2538.54
TICON. A6 BLOKNOT 120 YP YESIL,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,97.18,212,2130.03
TICON. CETVEL MERCEKLI 30CM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,29.74,197,1463.91
TICON.HAZIR DEFTER KABI .A5 SEFFAF,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,44.21,172,965.76
TICON.KIDS VERSATIL K.BEMBE,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,48.89,182,1335.44
TICON.KIDS VERSATIL K.BEYAZ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.86,157,778.24
"TICON.TRIO VERSATIL 0,5 SIYAH",KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,3.91,187,3903.37
TIGRA 0105 MATARA ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,19.01,260,8985.73
TIGRA 0106 MATARA ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,50.39,146,6978.20
TIGRA 0107 MATARA,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,19.27,160,6176.44
TIGRA 0108 MATARA ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,7.96,174,5591.80
TIGRA 72 YAP CIZGISIZ SOR DEFTER ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,132.55,173,1291.39
TIGRA 72/1 SPIRALLI DEFTER ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,17.13,125,718.19
TIGRA 96/1 SPIRALLI DEFTER,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,22.26,138,3394.36
TIGRA BALL POINT KOYU MAVI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,34.55,193,1181.06
TIGRA BALL POINT MAVI ACIK,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,9.31,122,726.59
TIGRA BALL POINT MAVI KIRMIZI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,34.86,160,1347.55
TIGRA BALL POINT MAVI SIYAH,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,22.65,140,1266.38
TIGRA BALL POINT MAVI TURUNCU,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.95,145,790.34
TIGRA BANT 33 MT,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,60.49,160,1076.93
TIGRA BANT 66 MT,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,45.34,147,1330.14
TIGRA CIZIM SETI PERGELLI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,20.18,239,3609.19
TIGRA HIT TÜKENMEZ KALEM SIYAH ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,38.39,155,1491.67
TIGRA JOOJO12R KECELI KALEM,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,35.34,146,4273.34
TIGRA LINE TÜKENMEZ KALEM MAVI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,133.39,182,1834.16
TIGRA LINE TÜKENMEZ KALEM SIYAH ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,105.12,170,1720.62
TIGRA MAGIC KH301A FOSFORLU KALEM*48,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,17.06,132,1047.07
TIGRA MAGIC KH301A FOSFORLU KALEM*48,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,48.23,178,1521.74
TIGRA MAT RENKLI DEFTER KABI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,22.82,194,4162.72
TIGRA OKUL DEFTERI SPIRALLI 120 YP ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,28.35,121,2713.22
TIGRA OKUL DEFTERI SPIRALLI 4+2 180 YP ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,38.56,167,1351.33
TIGRA OKUL DEFTERI SPIRALLI 5+3 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.38,181,1029.43
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,6.75,226,2041.54
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,32.19,194,1132.89
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,44.52,178,1050.41
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,48.97,97,1198.59
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,75.53,160,1645.82
TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,197.27,208,1708.04
TIGRA OKUL DEFTERI SPIRALLI 7+3 300 YP,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,27.69,206,2158.78
TIGRA OKUL DEFTERI SPIRALLI 72 YP  ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,93.86,191,3567.22
TIGRA OKUL DEFTERI SPIRALLI 96 YP ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,27.59,144,3233.78
TIGRA SEFFAF DEFTER KABI,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,56.96,146,3228.34
TIGRA SIMLI KALEM TUKENMEZ,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,7.25,190,2742.50
TILLO  932 SIVI SABUNLUK,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,17.28,6,103.68
TILLO  935 SIVI SABUNLUK,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,24.00,4,96.00
TILLO 1025 BUL.SUNG.OLUKLU*144*,TILLO,TEMIZLIK,BULASIK YIKAMA,BULASIK SUNGERLERI,SUNGERLER,3.23,2,6.46
TILLO 1081 BUL.SUNG.FIBER *144*,TILLO,TEMIZLIK,BULASIK YIKAMA,BULASIK SUNGERLERI,SUNGERLER,2.03,3,6.09
TILLO 1082 BULASIK SUNGERI EKO 10 LU,TILLO,TEMIZLIK,BULASIK YIKAMA,BULASIK SUNGERLERI,SUNGERLER,9.89,2,19.78
TILLO 1213 BUL.TELI (ALM) 6 LI*150*,TILLO,TEMIZLIK,BULASIK YIKAMA,BULASIK SUNGERLERI,SUNGERLER,9.73,5,48.65
TILLO 1278 CAM.IP.CELIK PVC KAP.10M,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,7.35,7,51.45
TILLO 1501 MANDAL PLAS.BUYUK *72*,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,21.13,6,126.78
TILLO 1612 HALI FIRC.PLS.,TILLO,TEMIZLIK,EV TEMIZLIK GERECLERI,TEMIZLIK BEZLERI VE SETLER,PASPAS,6.18,8,49.44
TILLO 1622 GIRGIR UCLU,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,123.63,5,618.15
TILLO 1655 ELBISE ASKISI 6 LI *24*,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,34.90,2,69.80
TILLO 1656 LUX ASKI 6'LI *24*,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,47.82,7,334.74
TILLO 1704 YER CEKCEK CIFT LASTIK,TILLO,TEMIZLIK,EV TEMIZLIK GERECLERI,TEMIZLIK BEZLERI VE SETLER,PASPAS,14.43,2,28.86
TILLO 1802 KORUKLU POMPA BUYUK *96*,TILLO,DETERJAN,EV TEMIZLEYICILER,LEKE CIKARICI VE KORUYUCULAR,LAVABO ACICI,7.38,4,29.52
TILLO 1940 SABUN KURUTAN *48*,TILLO,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,8.11,7,56.77
TIMUR ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,60.79,164,7816.97
TIMUR 310 GR BADEMLI HELVA,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,HELVA,13.22,1,13.22
TIMUR 310 GR HELVA FISTIKLI *12,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,HELVA,34.38,6,206.28
TIMUR 900 GR FISTIKLI HELVA*12*,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,HELVA,85.72,5,428.60
TIMUR 900 GR KAKAOLU HELVA*12*,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,HELVA,40.74,4,162.96
TIMUR 900 GR SADE HELVA*12*,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,HELVA,41.97,3,125.91
TIMUR TAHIN 700 GR PET *12*,TIMUR,KAHVALTILIK,GELENEKSEL,HELVA-TAHIN-PEKMEZ,TAHIN,62.78,1,62.78
"TITIZ ARONI AP-9091 PAPATYA ERZ.KB. 1,7 LT",TITIZ,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SAKLAMA KABI,33.58,209,6195.72
TITIZ KC-381 PANDA SULUK 1000 ML,KIRTASIYELER,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,8.01,184,7808.64
TITIZ TP-108 PETEK LAVABO FIRCASI,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,13.59,5,67.95
TITIZ TP-114 PRATIK FARAS ,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,11.51,5,57.55
TITIZ TP-117 LAVABO & KUVET FIRCASI ,TITIZ,TEMIZLIK,EV TEMIZLEYICILER,TUVALET TEMIZLEYICILER,FIRCALAR,32.96,1,32.96
TITIZ TP-118 WC FIRCA TAKIMI PVC,TITIZ,TEMIZLIK,EV TEMIZLEYICILER,TUVALET TEMIZLEYICILER,FIRCALAR,29.83,14,410.58
TITIZ TP-124 LAVABO FIRCASI CAKMALI ,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,6.25,7,43.75
TITIZ TP-126 ELBISE ASKISI BUYUK BOY 6 LI ,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,69.96,3,209.88
TITIZ TP-127 ELBISE ASKISI 6 LI ,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,30.70,20,573.91
TITIZ TP-142 ASKI ELBISE KIRSTAL BUYUK,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,80.40,2,160.80
TITIZ TP-144 KLOZET FIRCA SETI,TITIZ,TEMIZLIK,EV GERECLERI,EV PLASTIK GERECLERI,PLASTIK,42.03,3,126.09
