Itemid,Itemcode,Itemname,Price,Category1,Category2,Category3,Category4,Brand,SoldQuantity,TotalAmount
12069,5296,GUAJ BOYA TUP YESIL,467.04,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,3310.91
9756,10202,MARLA ML-T-29 MIKNATISLI TAHTA SILGISI,28.23,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,3092.57
26452,42315,,19.00,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BERRAK,230,2358.96
9885,10466,MERVE KOVALI KALEMTRAS,232.36,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,2158.30
10452,11425,TRIO 3 LU FILE MASA SETI,19.96,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,230,1425.38
22491,34745,,4.98,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,230,879.18
20974,34483,,20.13,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,229,22948.29
11796,12171,PERFECK CIFT TARAFLI RENKLI KALEM 12 LI,15.61,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,18622.90
14749,26890,,9.41,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,229,17699.04
17533,27843,,7.70,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,229,14095.80
12952,26169,,36.70,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,229,13062.32
12882,26086,KITAP BUYUK UMUTLAR - DIONIS ,61.49,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,12584.22
12795,22199,,137.82,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,M.ORIGINAL,229,12016.16
21813,39280,,8.29,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER KAHVE TAKIMLARI,KUTAHYA,229,11723.53
26268,42022,KITAP BENIM ADIM SULTAN FATIH,86.94,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,8724.49
5961,22768,ÇANAKKALE 1915 / YEDIVEREN,8.61,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,7608.71
14019,29183,"KIRTA.MONAMI JEL KALEM  0,5 MAVI",3.06,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,7571.89
2838,14492,,50.14,EV,ELEKTRIK-ELEKTRONIK,PIL,PIL ALKALIN,PANASONIC,229,7235.49
15861,27252,,61.85,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,7178.73
24027,35878,SAHANEYIM,12.67,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,6896.24
15416,24768,ZEKANI VE HAFIZANI GELISTIR,30.21,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,6081.82
4213,9518,KIRTA.LINEPLUS FOSFORLU KLM.YSL.,4.17,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,4239.84
22556,34905,,82.90,EV,KISISEL ILGI-EGLENCE,OTO BAKIM-AKSESUARLARI,OTO MALZEMELERI,CARPEX,229,3987.81
11687,11999,OHTO CANSE KALEM,22.94,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,3897.44
1658,7624,,19.96,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SUZGEC,PIKNIK,229,3465.52
26824,37621,,128.92,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,LUX,229,3373.65
7822,6938,,4.18,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,229,2785.54
20701,34067,YILDIZLI MASALLAR,23.94,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,229,2557.07
8345,25767,,7.80,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PIERRE CARDIN,229,2546.01
14482,26447,,10.07,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KASIK,LUX,229,2026.96
10525,11534,KIRTA.PRONTO KALEMTRAS KS 8-07,168.98,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,1806.12
12383,21603,AIHAO 66011SERIT DAKSIL,11.48,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,1718.92
6787,6729,KIRTA.MAGNUM PILOT KALEM M620 KIRMZ.,6.16,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,1156.74
26688,37398,FLASH DASH K.T./LISANSLI SILGI,23.81,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,229,702.42
20872,34336,,26.60,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KETIL,PASA BAHCE,228,91592.29
17537,27847,,40.57,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,228,19481.11
24149,35362,,20.43,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,228,16647.89
179,452,,37.73,EV,ELEKTRIK-ELEKTRONIK,PIL,INCE PILLER,KODAK,228,13374.63
9827,10349,,8.38,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,228,12049.04
17556,27868,KITAP MARWIN GUNLUKLERI ,47.33,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,11656.52
15982,27434,KITAP SAVAS VE BARIS - DIONIS ,84.87,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,11199.07
22965,44768,YAPBOZ,86.41,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,11081.27
24734,40981,,390.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,10355.21
25141,36543,,3.48,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,228,10136.58
25391,41313,,49.22,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,6756.61
5907,22678,SOLAN HAYELLER,10.18,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,6661.30
9923,10521,,10.82,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,228,6053.75
25385,41307,,74.33,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,5973.16
1040,2395,KIRTA.FANTASIA 6'LI 1/2 KURUBOYA,31.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,5731.36
8238,28876,CAN KIRIGI,34.18,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,5644.24
2982,14813,,6.75,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,228,5331.58
4341,12491,OHTO VTECH ROLLER KALEM  SIYAH,116.86,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,5002.74
12599,21901,TICON MAKET BICAGI,17.04,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,4996.54
9512,16489,,63.26,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM SU BARDAGI,PASA BAHCE,228,4688.84
8034,28485,,20.24,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,228,4503.01
26660,37370,KITAP RUBAILER/ NEDEN,14.07,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,3972.82
22416,34632,KITAP AMOK KOSUCUSU / VENEDIK ,4.09,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,228,3751.50
18358,30932,,141.83,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,228,3574.58
4350,12503,YOBO J99007 NOT DEFTERI,0.83,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,3422.30
24998,36365,GIPTA 20*28 200 YP BUSINES KARELI DEFTER 1566,12.08,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,2813.47
17709,28071,RESIM DOSYASI,14.83,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,2536.73
1028,2379,MINI NOT DEFTERI MAGN.13383,4.29,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,2438.28
25039,36415,AVANT SILGI BUYUK,7.62,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1997.13
20024,31385,,174.16,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,AMPUL,TEKFEN,228,1950.06
19706,43484,MOR.AJ.FB SILGI KALEMTRAS,74.20,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1933.08
11156,17063,SUNUM DOSYASI 20 LI,25.00,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1622.29
17104,32627,MAGNUM MP202 VERSATIL BEYAZ,47.67,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1572.01
21556,31679,MIMAKS ZIMBA TELI KUCUK*10,8.59,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1510.07
23134,44974,LINC PILOT MAVI,20.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,228,1487.96
5373,6010,,31.04,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,228,560.38
17443,33225,MONAMI MUM BOYA 6'LI CEVIRMELI,64.49,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,62844.22
10255,11088,,75.32,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,FENER,CARUB,227,20141.95
14231,29508,,6.44,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,ARKO,227,19599.68
21746,39185,TT925TD TUK.DOLMA KALEM SETI ,23.05,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,18585.19
10530,11543,,96.23,EV,TEKSTIL-GIYIM-AKSESUAR,PENYE-TISORT-PANTOLON,PANTOLON,LUX,227,17165.57
24459,40581,KUR'AN-I KERIM HAFIZ BOY,21.50,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,17128.06
5698,22383,,86.67,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,227,16202.46
21070,43595,,61.46,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,HOBBY,227,14195.07
17313,33014,,7.79,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,ARKO,227,13493.13
5697,22382,,47.08,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,227,12999.88
14569,26599,,10.07,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,227,11502.54
12422,21656,,3.44,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,227,11119.86
13311,18045,,3.53,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,PENTI,227,10833.73
17711,28073,,15.20,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,227,10131.52
23052,44855,MUHTESEM SAFARI AVI,8.75,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,10083.90
7847,6983,,10.34,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,BAHARATLIK,GURAL,227,10042.46
1617,7570,,48.35,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,227,8280.08
23290,39553,,115.78,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,227,6930.46
23000,44803,,2.41,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,6606.39
26662,37372,HAYATIN ANLAMI,381.06,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,5910.41
809,1924,MAX FLASH-2 SUPERSONIK,79.54,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,5853.77
19652,43394,,33.10,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,S-LINK,227,5816.85
12887,26091,ALDATMA,7.75,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,5810.30
25663,36665,,8.29,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,ESSE,227,5330.56
16096,27708,MICRO MARKER KALEM 7MM,13.64,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,5305.22
24815,36135,SUPERMAN GÜÇ HIRSIZI PARAZIT,55.29,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,5262.84
24944,36289,,45.46,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK SURAHI,BOBBY LIFE,227,5237.94
24683,40930,KARABASAN,20.44,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,4820.28
20118,31510,,9.07,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,227,4626.83
24777,36079,ILK ASK,64.63,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,227,3762.54
21534,31630,SUDOR ART 145 SULUBOYA FIRCASI NO 7,70.22,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,3453.69
11467,11621,MIKRO 825 VERSATIL KALEM,116.86,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,3215.31
24367,40477,DAPHNE DEFTER 96 YP SPR.KARELI,147.80,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,2524.39
7904,7063,ABKA HAZIR KAP CILEK KIZ A5,35.10,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,1617.50
7492,23027,ARWEY ANDRE NOT BLOK KIRMIZI,30.69,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,227,1602.90
7009,13280,FABER YUZ BOYAMA KALEMI,347.48,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,59991.01
22065,20919,,262.00,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KALIP,UDAG,226,44359.27
787,1885,FABER CASTELL GRIP 1345 VERSATIL KALEM ,266.38,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,24161.50
1191,2654,FABER SULUBOYA BUYUK 21 LI,12.62,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,22581.84
9458,16419,,18.80,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,226,22220.30
2510,8213,,7.93,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,22186.34
12105,5367,,80.18,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,21628.35
25816,36867,,51.83,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,20817.66
24145,35358,,37.88,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,19782.21
9347,16188,,126.65,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SAKLAMA KABI,BORA,226,19774.54
14508,26475,,45.20,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,17950.96
12123,5386,,30.76,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,PRIZ,GUNSAN,226,17475.26
15368,24711,,80.37,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,15519.28
17557,27869,,12.88,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,15089.56
14388,26312,,48.89,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,14572.77
375,976,,4.47,EV,ELEKTRIK-ELEKTRONIK,PIL,KALEM PILLER,KODAK,226,13592.09
6756,6684,,15.78,KOZMETIK,PARFUM-DEODORANT,KOLONYALAR,GELENEKSEL,HAYAT,226,12443.48
13820,24340,,125.10,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM SU BARDAGI,PASA BAHCE,226,12018.05
15272,24558,,74.20,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM TABAK,PASA BAHCE,226,11857.05
11397,17398,,16.55,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK TABAK,COOK,226,10438.58
10244,11072,,36.86,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CEREZLIK VE KASELER,UDAG,226,10043.77
18035,30505,TICON PERGEL P1804,91.03,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,9712.34
23762,21455,"SERVE DOUBLE 0,7 MIN+SILGI",11.17,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,9406.71
26388,42207,ALAMUT KALESI-FEDAILERIN YUVASI,6.05,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,8914.87
6571,6397,,36.09,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BERRAK,226,8819.12
3443,8903,PRT.PIPPA ÖGRENCI KALEMLIK CIFT FERMUARLI ,18.19,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,8140.17
24691,40938,HIZLI VE ETKIN OKUMA TEKN.,56.45,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,8067.06
22177,21090,,3.21,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,ELIDOR,226,7799.31
17085,32585,KOMEKS PP KAPAKLI 80YP CIZGILI DEFTER A-4,83.75,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,7733.76
9395,16297,,23.81,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,226,7079.86
6569,6395,,20.56,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BERRAK,226,6849.74
23277,39535,,145.83,EV,TEKSTIL-GIYIM-AKSESUAR,EV TEKSTILI,SOFRA BEZI,TUTKU,226,6571.88
17870,28270,HASAN SABBAH VE ALAMUT TERORU,30.52,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,6313.31
23597,40100,BINBIR GECE MASALLARI / ICONINN,15.99,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,5773.02
17453,33236,BU KITABI YLNZ.KIZLR.ERKLR.OKS.,52.95,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,5637.68
16406,30088,,62.28,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KUL TABLASI,PASA BAHCE,226,4655.36
13080,14058,,83.22,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,226,3816.76
10526,11535,,16.30,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,226,3631.11
9583,16670,DELI ATAC ,27.31,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,2574.03
1442,7314,FANTASIA CEVIRMELI MUM BOYA 12 LI,41.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,2381.77
26438,42295,,22.09,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KALIP,LUX,226,2276.63
14524,26518,TIGRA OKUL DEFTERI SPIRALLI 6+2 240 YP,6.75,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,2041.54
10450,11423,LINO MELODIKA 13K,124.74,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,1961.90
17377,33112,PEPE STICKIR ,33.32,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,226,1331.44
12908,26112,PERI MASALLARI HAZINESI / 12 KITAP ,35.80,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,226,1291.96
675,1653,,7.62,KOZMETIK,AGIZ BAKIM,DIS FIRCALARI-IPLER,FIRCALAR,ORAL B,225,29816.38
26569,37222,,170.75,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,PASA BAHCE,225,29724.11
16084,27665,,90.86,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,225,22384.77
2727,8487,,20.83,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,225,20598.65
11731,12092,"PENAC VERSALIT KALEM 0,7",90.29,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,18271.22
17183,32809,BESLENME CANTASI 8603 ,15.24,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,13688.14
18624,19794,,4.56,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,225,13529.45
13603,23973,,66.04,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,225,12633.68
15204,18809,FABER CASTELL PASTEL BOYA KUTULU ,3.44,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,12492.63
24431,40553,,38.10,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,12272.19
8244,28882,RESSAMIN CIRAGI,66.52,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,9870.61
16455,30186,,2.36,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,PENTI,225,9377.39
24903,36239,OSMANLI TARIHI / YEDIVEREN,111.61,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,9343.11
23040,44843,DERIN ABILER,23.77,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,8258.61
5392,6030,,51.69,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,225,8035.41
15984,27436,BINALAR YURUR MU?,4.07,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,6248.78
6243,25363,MASAL BALONU PUF PUF,44.98,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,6163.99
12509,21790,ATATURK VE AYDINLANMA ,61.16,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,6081.45
2526,8232,BJK KALEM CANTASI TEK GOZLU,10.39,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,5845.40
12503,21784,,21.28,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,5771.74
23600,40103,HAYVANLAR ALEMI - BUYUKLER ICIN BOYAMA,28.58,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,5720.01
24441,40563,KILIM TUCCARI,13.58,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,5463.96
26482,42349,KÖTÜLÜK GENI&GÖRÜNMEZ MERDIVEN,24.50,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,4812.43
2484,8185,,11.19,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,4630.87
5800,22543,,8.67,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,BERRAK,225,4417.98
17374,33109,KESKIN C.SPIDERMAN A5 GUZELYAZI DEFTERI ,27.20,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,3641.54
23588,40091,,9.96,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,225,3603.23
26443,42304,,30.91,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,HSAKIR,225,3011.37
21129,43782,,59.47,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SAKLAMA KABI,PIKNIK,225,2922.46
13759,24260,,5.24,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KASE,GLASSCO,225,2647.87
