Itemname,Brand,Category1,Category2,Category3,Category4,Price,SoldQuantity,TotalAmount
SUPERMAN UZAY KORSANI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,38.28,217,4910.20
SUPERMAN ÇALINAN SÜPER GÜÇLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,29.65,155,3687.94
SUPERMAN ÖLÜMCÜL KOPYA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,16.35,131,3271.13
SUREI YASIN TEBAKE AMME /YAS-14,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,7.73,183,1458.25
SURELERIN VE DUALARIN ESRARI HIKMETI FAZILETI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,124.41,179,8909.11
SURT.VAKUMLU ARABA,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,3.21,8,25.68
SURTMELI JIP,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,10.45,7,73.15
SURTMELI METROBUS,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,4.98,2,9.96
SUS,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,26.06,182,4083.51
SUSLU PRENSES CIKARTMA VE AKTIVITE KTP.,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,21.48,213,3692.79
SUTAS AYRAN 300 ML*15*,SUTAS,SOGUK ICECEKLER,GUNLUK ICECEK,AYRAN-KEFIR,AYRAN,3.44,4,13.76
SUTAS HUPTRIK 3*40 GR*70*,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,2.70,8,21.60
SUTAS HUPTRIK 5X30 GR CILGIN CILEKLER,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,14.63,5,73.15
SUTAS HUPTRIK ORMAN MEYVELI3*33 GR*70*,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,5.90,3,17.70
SUTAS KASAR 200 GR PIKNIK *48*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,KASAR PEYNIRLER,33.85,18,565.57
SUTAS KASAR 400 GR PIKNIK *27*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,KASAR PEYNIRLER,53.97,5,269.85
SUTAS KASAR 700 GR TOST *12*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,KASAR PEYNIRLER,47.17,7,330.19
SUTAS KASAR PEY.200 GR,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,KASAR PEYNIRLER,43.32,7,303.24
SUTAS KREM PEYNIR 300 GR *18*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,KREM PEYNIRLER,36.92,7,258.44
SUTAS PEYNIR 500 GR SUZME *24*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,SUZME PEYNIRLER,50.36,4,201.44
SUTAS PEYNIR 900 GR *10*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,PEYNIRLER,BEYAZ PEYNIRLER,10.83,8,896.05
SUTAS SUT 180 ML CIKOLATALI.UHT *27*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,SUT,MEYVELI,5.30,5,18.06
SUTAS SUT 180 ML CILEK*27*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,SUT,MEYVELI,5.51,1,5.51
SUTAS SUT 200 ML BISKUVILI*27*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,SUT,MEYVELI,3.88,1,3.88
SUTAS SUT 200 ML Y.YAGLI *27*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,SUT,MEYVELI,7.18,5,34.85
SUTAS SUT 500 ML UHT*24*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,SUT,SADE,34.90,8,93.70
SUTAS TATLIM 4X50 GR CIK-SUT PUDING *24*,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,6.76,3,20.28
SUTAS TATLIM 4X50 GR CIK.PUD. *18*,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,12.29,2,24.58
SUTAS TATLIM 4X60 GR CILEK .PUD. *24*,SUTAS,SUT,DONDURMA-SUTLU TATLI,SUTLU TATLILAR,MEYVELI,10.58,5,52.90
SUTAS TEREYAGI 225 GR YAYIK *1*,SUTAS,KAHVALTILIK,TEREYAG-MARGARIN,TEREYAGI,PAKET,77.38,1,77.38
SUTAS YOGURT 1000 GR KAYMAKSIZ*12*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,YOGURT,SADE,215.90,2,431.80
SUTAS YOGURT 2000 GR KAYMAKSIZ*4*,SUTAS,KAHVALTILIK,SUT-YOGURT-PEYNIR,YOGURT,SADE,72.63,5,363.15
SUYU YIKAYAN BILGE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,14.67,195,6156.25
SUÇ VE CEZA / TUNA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,98.65,171,6333.12
TABLE TENIS RACKET,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,21.62,6,129.72
TACLI BEBEK,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,38.64,9,343.51
TADELLE FIN.DOL.CIK.MIX.8 GRX50 *12*,TADELLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,55.19,4,220.76
TADELLE FIN.DOL.SUTL.CIK.8 GRX50*12*,TADELLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,90.21,11,727.50
TADELLE FIN.DOL.SUTLU CIK.8 GR*50*,TADELLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,0.75,1,0.75
TADELLE FINDIK DOL.SEKERSIZ 20GR*120*,TADELLE,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,3.67,2,7.34
TADELLE GOFRET 35 GR BEYAZ *8*,TADELLE,SEKERLEME,CIKOLATA-GOFRET,GOFRET,SADE,7.89,6,47.34
TADIM ACI SOSLU YER FISTIGI 80 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,13.02,1,13.02
TADIM AYCEKIRDEGI 2 TL 74 GR*24*,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,6.05,3,18.15
TADIM AYCEKIRDEGI 200 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,39.98,8,319.84
TADIM AYCEKIRDEK 37 GR 1 TL,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,3.41,5,17.05
TADIM AYCEKIRDEK 400 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,26.50,8,212.00
TADIM AYCEKIRDEK BOL TUZLU 40 GR 1 TL,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,6.25,2,12.50
TADIM CEVIZ ICI 150 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,103.16,7,722.12
TADIM FEST.KARISIK CEREZ 180 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,KARISIK PAKET,143.83,11,1436.96
TADIM KABAK CEK.KAVR.80 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,33.00,8,264.00
TADIM SARI LEBLEBI 200 GR *12*,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,DIGER KURUYEMIS,16.39,11,174.45
TADIM TADIMCA ANTEP FIST.30 GR,TADIM,GIDA,BISKUVI-CEREZ,KURUYEMIS,PAKET,11.21,8,89.68
TADPI BUTUN PILIC ,BANVIT,KUMES,PILIC,KUMES HAYVANLARI,BUTUN PILICLER,28.72,1,28.72
TAFT JOLE GUCLU TUTUS&SABIT. 300 ML,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,129.04,6,774.24
TAFT KOPUK 150 ML POWER CASHMERE,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,KOPUK,140.35,7,982.45
TAFT KOPUK 150ML KERATIN ULTRA GUCLU,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,KOPUK,119.25,8,954.00
TAFT KOPUK EXTRA GUCLU 150 ML,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,KOPUK,75.74,4,302.96
TAFT KOPUK ULTRA GUCLU 150 ML,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,KOPUK,74.73,1,74.73
TAFT MEGA 300 ML JOLE POWER BLACK ,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,131.75,2,263.50
TAFT MEGA JOLE ELECTRO FORCE,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,126.74,6,760.44
TAFT MEGA JOLE ISL&SERT 300 ML,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,126.25,3,378.75
TAFT SAC SPREYI 250 ML POWER MEGA,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,SPREY,88.98,5,444.90
TAFT SPRAY ULTRA GUCLU,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,SPREY,187.61,7,1313.27
TAFT ULTIMATE WAX ,TAFT,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,KREM,148.37,1,148.37
TAHT OYUNLARI BOYAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,26.90,181,7809.11
TAK-CIKAR PUZZLE EVIMIZDEKI ESYA,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,5.37,7,37.59
TAK-CIKAR PUZZLE IS MAKINALARI 9,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,66.14,1,66.14
TAK-CIKAR PUZZLE MEYVELERI SEVIYOR.,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,33.71,1,33.71
TAK-CIKAR PUZZLE ORMANDA KIM VAR 2,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,1.28,7,8.96
TAK-CIKAR PUZZLE SAYILARI OGRENIYOR.,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,28.02,6,168.12
TAK-CIKAR PUZZLE TASITLAR  8 PRC.,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,44.42,2,88.84
TAKSI POLIS VAKUMLU ARABA,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,41.30,7,289.10
TAM DUA KITABI / ALYA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,3.99,200,4153.36
TAMEK  DIET REC.200 GR AHUD. *12*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,DIABETIKLER,21.13,9,173.28
TAMEK  DIET REC.200 GR VISNE *12,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,DIABETIKLER,23.75,5,118.75
TAMEK 1/5 KAHVALTIM 200 ML ,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARISIKLAR,8.20,1,8.20
TAMEK 330 ML KUTU VISNE *24*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,VISNE,141.35,8,1130.80
TAMEK BABEKU SOS 250 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR SOSLAR,DIGER HAZIR YEMEK,36.53,2,73.06
TAMEK BALKAN SOS 300 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR SOSLAR,SOS,26.42,4,105.68
TAMEK BIB.SALCA 720 GR ACILI *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,BIBER,24.69,3,66.87
TAMEK BIB.SALCA 820 GR TATLI *24*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,BIBER,47.15,4,188.60
TAMEK BIB.SALCA.5 KG NOR.*6*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,BIBER,96.33,7,674.31
TAMEK BIBERIYE TURSU 330 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,PAKET BIBERIYE,15.50,7,108.50
TAMEK DOMATES SUYU CAM 1/1 *6*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,DIGER,8.96,2,17.92
TAMEK E.O.PATL.KIZ.380 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,KOZLENMIS URUNLER,19.41,3,58.23
TAMEK GARNITUR 720 GR ,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KONSERVE,GARNITURLER,20.94,6,125.64
TAMEK HASLAN.BARB.800 GR TNK*12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,HASLANMIS KONSERVELER,25.15,4,100.60
TAMEK KETCAP 650 GR NORMAL*12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,KETCAPLAR,24.09,1,24.09
TAMEK KETCAP COCUK 500 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,KETCAPLAR,13.69,8,109.52
TAMEK KETCAP+MAYONEZ  650+600 GR*6*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,MAYONEZLER,66.29,7,464.03
TAMEK KONS.T.FASUL.680 GR CAM *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,TAZE FASULYE KONSERVELERI,47.21,2,94.42
TAMEK KONS.YAZ TUR. 670 CC.CAM *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,TURLU KONSERVELER,19.82,2,39.64
TAMEK KONS.YESIL FASU.1200 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,TAZE FASULYE KONSERVELERI,13.94,6,83.64
TAMEK M.SUYU 1 LT CAM KAHVAL.KARISIK *6*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARISIKLAR,39.07,8,312.56
TAMEK M.SUYU 1 LT CAM KARADUT *6*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARA DUTLAR,23.89,2,47.78
TAMEK M.SUYU 1 LT CAM SEFTALI *6*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,SEFTALI,44.13,7,274.95
TAMEK M.SUYU 1 LT KAH.PORT-HAV.LIM.*12*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARISIKLAR,19.28,10,169.40
TAMEK M.SUYU 1 LT KARISIK *12*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARISIKLAR,26.12,4,104.48
TAMEK MAYONEZ 600 GR SEFIM *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,MAYONEZLER,59.76,11,660.08
TAMEK MAYONEZ COCUK 440 GR *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,MAYONEZLER,23.41,4,76.27
TAMEK MEY.SUYU 1/1 %100 ELMA *12*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,ELMA,8.86,9,79.91
TAMEK MEY.SUYU 1/1 KAHVALTI PORT.ANANAS *12*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,KARISIKLAR,20.13,14,231.68
TAMEK MISIR 150 GR UCLU *8*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KONSERVE,MISIR KONSERVELERI,60.69,8,485.52
TAMEK PAPRIKA SOS 300 GR*12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR SOSLAR,SOS,39.59,3,118.77
TAMEK RECEL 380 GR EX.CILEK *12*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,CILEK,17.44,8,139.52
TAMEK RECEL 380 GR GUL *12*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,GUL,10.96,8,87.68
TAMEK RECEL 380 GR VISNE*12*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,VISNE,27.61,4,74.38
TAMEK RECEL 800 GR AYVA *6*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,AYVA,34.35,1,34.35
TAMEK RECEL 800 GR BOGURTLEN *6*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,BOGURTLEN,67.52,3,202.56
TAMEK RECEL 800 GR GUL *6*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,GUL,37.77,7,264.39
TAMEK RECEL 800 GR SEFTALI *6*,TAMEK,KAHVALTILIK,BAL-RECEL,RECEL,SEFTALI,18.53,4,74.12
TAMEK SARAY SERBETI 1 LT CAM *6*,TAMEK,SOGUK ICECEKLER,GAZSIZ ICECEK,MEYVE SUYU,SERBET,14.01,5,70.05
TAMEK SOS 300 GR KAHVALTILIK TATLI *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR SOSLAR,SOS,55.06,4,220.24
TAMEK TURSU 680 GR KARISIK *12*,TAMEK,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,PAKET TURLU,23.46,8,187.68
TANRININ KIRBACI ATILLA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,10.03,163,7540.90
TANRININ SAVASCILARI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,94.93,180,7428.28
TAPINAK SOVALYELERI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,70.61,186,5104.80
TAPINAK SOVALYELERININ GIZLI OGRETISI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,55.41,181,5689.37
TARIH BOYUNCA IKI YUZLULER / PANAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,63.02,241,10120.41
TARIH BOYUNCA IKIYUZLULER / PANAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,6.54,148,5243.93
TARIHE GECMIS KISILERIN VAY BE DEDIRTECEK BUYUK SIRLARI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,47.84,188,4491.13
TARIHE YON VEREN BILIM ADAMLARI ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,22.82,224,4149.84
TARIHE YON VEREN KOMUTAN VE LIDERLER ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,138.67,196,5570.72
TARIHE YON VEREN MUCITLER VE BULUSLARI ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,165.04,188,5010.24
TARIHE YON VEREN ZENGINLER VE YONETICILER ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,23.61,161,3305.87
TARIHI DEGISTIREN MEKTUPLAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,4.04,144,4204.03
TARIHIN ASKINA YON VERENLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,19.38,177,5489.26
TARIHTEKI EN BUYUK SIR ACIGA CIKISI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,22.39,221,3880.66
TARIHTEKI ONEMLI DOGAL AFETLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,10.99,147,2620.39
TARIHTEKI UNLU BILIM ADAMLARI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,42.56,208,3740.29
TARIHTEKI UNLU SAVASLAR-SALDIRILAR VE ANTLASMALAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,31.42,183,3369.56
TARIHTEKI UNLU YAPILAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,71.97,216,4568.25
TARIHTEKI UNLU ZENGINLER VE DUNYAYA YON VERENLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,30.43,153,2805.72
TARIS EGE SIZMA Z.YAGI 5 LT.*4*,TARIS,GIDA,SIVI YAG,SIVI YAGLAR,SIZMA,775.61,5,3878.05
TARIS SIRKE 2 LT UZUM *6*,TARIS,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SIRKE-SALATA SOSLARI,SIRKE,32.45,1,32.45
TARIS TRPZ.GARLAND INCIR 200 GR *40*,TARIS,GIDA,BISKUVI-CEREZ,KURU MEYVE,DIGER MEYVELER,12.03,3,36.09
TARIS Z.YAGI RIVIERA 1 LT.CAM *12*,TARIS,GIDA,SIVI YAG,SIVI YAGLAR,RIVIERA,182.64,8,1461.12
TARIS Z.YAGI RIVIERA 250 ML *24*,TARIS,GIDA,SIVI YAG,SIVI YAGLAR,RIVIERA,66.45,7,370.67
TAS EVDE KORKUNÇ BIR TATIL-ÇALÇENE P,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,15.30,189,8074.76
TASAVVUFTA KADIN,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,93.47,219,4603.11
TASINMA VAKTI GELDI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,5.82,171,4466.06
TASYARATIKLAR-EGLENCE PESINDE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,19.09,161,2428.90
TASYARATIKLAR-GECE YARISI PARTISINDE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,37.62,181,2672.47
TASYARATIKLAR-LUNAPARKTA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,22.27,219,3815.06
TASYARATIKLAR-OKUL GEZISINDE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,53.32,215,4026.87
TAT BARBUNYA PILAKI 190 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,SEBZELI-ETLI HAZIR YEMEK,17.58,1,17.58
TAT BIB.SALCA CA.EX.550 CC ACI *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,BIBER,25.38,8,208.56
TAT BIB.SALCA CA.EX.580 CC TATLI *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,BIBER,19.28,7,134.96
TAT EV USULU SALCA 580 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,DOMATES,26.93,11,217.20
TAT FASULYE 800 GR HASLANMIS *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,HASLANMIS KONSERVELER,38.95,2,77.90
TAT KETCAP COEX ACILI 30 CC 250 GR*12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KETCAP-MAYONEZ,KETCAPLAR,24.99,5,106.11
TAT KOZLENMIS PATLICAN 520 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,KOZLENMIS URUNLER,33.91,7,222.67
TAT LOMBARDI  BIBER TURSUSU 720 CC ,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,PAKET BIBER,19.06,5,95.30
TAT MAK.500 GR INCE KESME *20*,TAT,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,10.17,3,30.51
TAT MAK.500 GR SPAGHETTI *20*,TAT,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,11.23,14,110.98
TAT MAK.500 GR YUZUK *20*,TAT,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,14.85,5,74.25
TAT MANTAR 510 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,KONSERVE,MANTAR KONSERVELERI,49.26,2,98.52
TAT SALCA 1700 GR DOM.&BIBER TATLI *6*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,KARISIK,281.33,1,281.33
TAT SALCA 1700 GR DOMATES EV TIPI *6*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,DOMATES,90.80,8,726.40
TAT SALCA 3000 GR CAM *4*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,DOMATES,117.07,7,819.49
TAT SALCA 830 GR *24*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,SALCA,DOMATES,48.11,1,48.11
TAT SOSLU USKUMRU 1/5  *16*,TAT,BALIK,BEYAZ ETLER,TON BALIGI,KONSERVE,32.97,3,98.91
TAT TURSU KIRMIZI PANCAR 680 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,PAKET PANCAR,36.63,4,146.52
TAT TURSU SALATALIK 680 GR *12*,TAT,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,PAKET SALATALIK,50.56,4,202.24
TATLI DUSLER YESEREN UMUTLAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,51.63,174,6923.84
TATLI PRENSES BEBEK,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,35.77,8,286.16
TAYFUN,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,69.09,164,3202.02
TAŞYARATIKLAR-TİYATRO OYUNUNDA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,9.20,185,3809.65
TAŞYARATIKLAR-YARAMAZLIK PEŞİNDE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,26.84,161,3235.79
TBMM TUTANAKLARI IDAM GORUSMELERI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,121.76,146,5010.96
TEDDY NIN SACMA SAPAN GUNLUGU GIZLI GERCEKLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,100.57,176,6956.60
TEDDY NIN SACMA SAPAN GUNLUGU KABUS YINE BASLIYOR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,52.17,183,7082.09
